1.509481779755305730e+01 3.138269346357585032e-01 2.056247578923546371e+00
1.499592804534183088e+01 3.131174898681114427e-01 2.065851551998394431e+00
1.502933522289207069e+01 3.123239189282061012e-01 2.057994416396862647e+00
1.512057501734622988e+01 3.135110854840860717e-01 2.044954895236863468e+00
1.494538767849684469e+01 3.150132663779063869e-01 2.088213174936529359e+00
1.506404425759622256e+01 3.134670708681112639e-01 2.057143911085717036e+00
1.492331628374320829e+01 3.139631667180772800e-01 2.085313968843443888e+00
1.499496092506267075e+01 3.126610188590301376e-01 2.065149478085997803e+00
1.518602586401106791e+01 3.117666239722388655e-01 2.025906394926569210e+00
1.505532197304815156e+01 3.138418872163676876e-01 2.061617979294589453e+00
1.491642917117569134e+01 3.152534047990922517e-01 2.085496658759375954e+00
1.504674554546364362e+01 3.110289203753406895e-01 2.051736280691354608e+00
1.507609185480899860e+01 3.119649568731180933e-01 2.048607392502877822e+00
1.510490443330325228e+01 3.129037856494201186e-01 2.046157718268992731e+00
1.509685339144021299e+01 3.140319616825725801e-01 2.057884508760576825e+00
1.471027941353712798e+01 3.156761207629458221e-01 2.130824475843439814e+00
1.504068092449938732e+01 3.134552087722654035e-01 2.063446233337599800e+00
1.521402571210484211e+01 3.130920189020917621e-01 2.030201104972463089e+00
1.535416492763770435e+01 3.121190375453631316e-01 1.999028634537455051e+00
1.500747666827126459e+01 3.133496257193920664e-01 2.066132827022977736e+00
1.514775158848774694e+01 3.133604115531042900e-01 2.039369672234391473e+00
1.511887791452397600e+01 3.118474499570658698e-01 2.044104262561039054e+00
1.502917726909955043e+01 3.129554820800714565e-01 2.060193878687961888e+00
1.510072467699351684e+01 3.150317906897431297e-01 2.052259552685779642e+00
1.497506114101295438e+01 3.137105797647169458e-01 2.073938802374425183e+00
1.505425199428079175e+01 3.112729541857984228e-01 2.054371658632938580e+00
1.503750968279625333e+01 3.115409486149173790e-01 2.051911007421592270e+00
1.502938041938474356e+01 3.126309166220674896e-01 2.061956342396113584e+00
1.474822026493663429e+01 3.146833166635400469e-01 2.121286360561855933e+00
1.514500740135598988e+01 3.118221225248465345e-01 2.038540237083597884e+00
1.498068199006653245e+01 3.140938681352562489e-01 2.079934210941396966e+00
1.491894980581869667e+01 3.134113820575180065e-01 2.086232496945076065e+00
1.511879535783856987e+01 3.118048299752110286e-01 2.040146479727181106e+00
1.510262242288310475e+01 3.108875419062117618e-01 2.041223647678428232e+00
1.495350660745796034e+01 3.145820836999895787e-01 2.087830829655811904e+00
1.479962281956512804e+01 3.156078886703642672e-01 2.115289019715963281e+00
1.481365460396777856e+01 3.164101672203208371e-01 2.115402115393135496e+00
1.508951823310850315e+01 3.129424722704719497e-01 2.044032913310236843e+00
1.475095659935137249e+01 3.148237642438424522e-01 2.121036232923437570e+00
1.513139779397383577e+01 3.105184216373602091e-01 2.032676976592027174e+00
1.487456037437103440e+01 3.147876730833087389e-01 2.095190866887779002e+00
1.516249161110295596e+01 3.125205572451850156e-01 2.040628942273964519e+00
1.527267604357371944e+01 3.096457613887385607e-01 2.011089453539105953e+00
1.528857240945247220e+01 3.117104149080676678e-01 2.009931509958479801e+00
1.503732499634345920e+01 3.137645781841515435e-01 2.065931263558468345e+00
1.477665576890614574e+01 3.146112579216672200e-01 2.114847991846623643e+00
1.527733394814939416e+01 3.098427743139785528e-01 2.005142354873471700e+00
1.504158498036813896e+01 3.125206267980478181e-01 2.061681766980030694e+00
1.510925842756935644e+01 3.113766289684620214e-01 2.042630045559536978e+00
1.494507383630073960e+01 3.143383977079124425e-01 2.082415502948951058e+00
1.517303605253263932e+01 3.102901227568057307e-01 2.027197800110048131e+00
1.521259274136966155e+01 3.120069107378294904e-01 2.025362300311519537e+00
1.511824384881744976e+01 3.146654722234265011e-01 2.050280117590355555e+00
1.506111723284836046e+01 3.118961249328597307e-01 2.052745441757008127e+00
1.504793394805821016e+01 3.123254815781759675e-01 2.060410707235750927e+00
1.481043388869442801e+01 3.152589583803341311e-01 2.106844412539833566e+00
1.480171153005965579e+01 3.161369219626714577e-01 2.123181060706894385e+00
1.494647089948697705e+01 3.134330412785125142e-01 2.080101082930784884e+00
1.513187223162892181e+01 3.136543501961884250e-01 2.046005446869970879e+00
1.523557961041068864e+01 3.143794653235016390e-01 2.024252204434833669e+00
1.495532044284730766e+01 3.136061349301444423e-01 2.077995941604121821e+00
1.509506057590201067e+01 3.130576494647756558e-01 2.051102262557457312e+00
1.509637130140719208e+01 3.123460739604180803e-01 2.045710687747050560e+00
1.506820188503310476e+01 3.120709277629439282e-01 2.055421756297370006e+00
1.528941091210996639e+01 3.112141284144948061e-01 2.007389693859531032e+00
